2023-07-18 14:36:47.9208 |  | INFO | La.WebApi.Filters.VerifyAttribute |  |  |  | 请求访问[/getInfo]失败，无法访问系统资源 |  |  | 
2023-07-18 14:56:36.7044 |  | INFO | GlobalActionMonitor |  | admin |  |  | {"menuId":3,"menuName":"系统工具","parentId":0,"orderNum":4,"path":"tool","isCache":"0","isFrame":"0","menuType":"M","visible":"0","status":0,"perms":"","icon":"tool","menuNameKey":"menu.systemTools","children":[],"subNum":0,"hasChildren":false,"remark":"","createBy":"","createTime":"2023-07-14 16:55:02"} | {  "code": 200,  "msg": "success"} | 
2023-07-18 14:56:41.3551 |  | INFO | GlobalActionMonitor |  | admin |  |  | {"menuId":1091,"menuName":"Office","parentId":0,"orderNum":3,"path":"office","isCache":"0","isFrame":"0","menuType":"M","visible":"0","status":0,"icon":"build","menuNameKey":"menu.Office","children":[],"subNum":0,"hasChildren":false,"createBy":"admin","createTime":"2023-07-18 14:54:09","updateTime":"2023-07-18 14:56:22"} | {  "code": 200,  "msg": "success"} | 
2023-07-18 14:56:56.5732 |  | INFO | GlobalActionMonitor |  | admin |  |  | {"menuId":2,"menuName":"系统监控","parentId":0,"orderNum":3,"path":"monitor","isCache":"0","isFrame":"0","menuType":"M","visible":"0","status":0,"perms":"","icon":"monitor","menuNameKey":"menu.monitoring","children":[],"subNum":0,"hasChildren":false,"remark":"","createBy":"","createTime":"2023-07-14 16:55:02"} | {  "code": 200,  "msg": "success"} | 
2023-07-18 14:57:02.8089 |  | INFO | GlobalActionMonitor |  | admin |  |  | {"menuId":1091,"menuName":"Office","parentId":0,"orderNum":2,"path":"office","isCache":"0","isFrame":"0","menuType":"M","visible":"0","status":0,"icon":"build","menuNameKey":"menu.Office","children":[],"subNum":0,"hasChildren":false,"createBy":"admin","createTime":"2023-07-18 14:54:09","updateTime":"2023-07-18 14:56:41"} | {  "code": 200,  "msg": "success"} | 
2023-07-18 14:57:39.5560 |  | INFO | GlobalActionMonitor |  | admin |  |  | {"menuId":2,"menuName":"系统监控","parentId":0,"orderNum":30,"path":"monitor","isCache":"0","isFrame":"0","menuType":"M","visible":"0","status":0,"perms":"","icon":"monitor","menuNameKey":"menu.monitoring","children":[],"subNum":0,"hasChildren":false,"createBy":"","createTime":"2023-07-14 16:55:02","updateTime":"2023-07-18 14:56:56"} | {  "code": 200,  "msg": "success"} | 
2023-07-18 14:57:44.4733 |  | INFO | GlobalActionMonitor |  | admin |  |  | {"menuId":3,"menuName":"系统工具","parentId":0,"orderNum":40,"path":"tool","isCache":"0","isFrame":"0","menuType":"M","visible":"0","status":0,"perms":"","icon":"tool","menuNameKey":"menu.systemTools","children":[],"subNum":0,"hasChildren":false,"createBy":"","createTime":"2023-07-14 16:55:02","updateTime":"2023-07-18 14:56:36"} | {  "code": 200,  "msg": "success"} | 
2023-07-18 14:57:51.1466 |  | INFO | GlobalActionMonitor |  | admin |  |  | {"menuId":5,"menuName":"关于","parentId":0,"orderNum":50,"path":"about","component":"system/about/index","isCache":"0","isFrame":"0","menuType":"C","visible":"0","status":0,"perms":"sys:about:list","icon":"user","menuNameKey":"menu.about","children":[],"subNum":0,"hasChildren":false,"createBy":"","createTime":"2023-07-14 16:55:02","updateTime":"2023-07-17 15:37:11"} | {  "code": 200,  "msg": "success"} | 
2023-07-18 15:00:33.9334 |  | INFO | GlobalActionMonitor |  | admin |  |  | {"menuId":1105,"menuName":"用户管理","parentId":1092,"orderNum":1,"path":"user","component":"system/user/index","isCache":"0","isFrame":"0","menuType":"C","visible":"0","status":0,"perms":"system:user:list","icon":"user","menuNameKey":"menu.systemUser","children":[],"subNum":0,"hasChildren":false,"createBy":"LaAdmin","createTime":"2023-04-12 16:08:27"} | {  "code": 200,  "msg": "success"} | 
2023-07-18 15:03:39.1746 |  | INFO | GlobalActionMonitor |  | admin |  |  | {} | {  "code": 200,  "msg": "success",  "data": {    "name": "admin",    "id": 1  }} | 
2023-07-18 15:03:52.2339 |  | INFO | GlobalActionMonitor |  | admin |  |  | {"username":"admin","password":"***","code":"y3rr","uuid":"c63f3117e5944f7ab4cb5d21c98b67d2"} | {  "code": 200,  "msg": "success",  "data": "eyJhbGciOiJIUzI1NiIsInR5cCI6IkJlYXJlciJ9.eyJwcmltYXJ5c2lkIjoiMSIsInVuaXF1ZV9uYW1lIjoiYWRtaW4iLCJodHRwOi8vc2NoZW1hcy5taWNyb3NvZnQuY29tL3dzLzIwMDgvMDYvaWRlbnRpdHkvY2xhaW1zL3VzZXJkYXRhIjoie1wiVXNlcklkXCI6MSxcIkRlcHRJZFwiOjAsXCJVc2VyTmFtZVwiOlwiYWRtaW5cIixcIlJvbGVJZHNcIjpbXCJhZG1pblwiXSxcIlJvbGVzXCI6W3tcIlJvbGVJZFwiOjEsXCJSb2xlTmFtZVwiOlwi6LaF57qn566h55CG5ZGYXCIsXCJSb2xlS2V5XCI6XCJhZG1pblwiLFwiUm9sZVNvcnRcIjoxLFwiU3RhdHVzXCI6MCxcIklzRGVsZXRlZFwiOjAsXCJEYXRhU2NvcGVcIjoxLFwiTWVudUNoZWNrU3RyaWN0bHlcIjp0cnVlLFwiRGVwdENoZWNrU3RyaWN0bHlcIjpmYWxzZSxcIk1lbnVJZHNcIjpudWxsLFwiRGVwdElkc1wiOm51bGwsXCJVc2VyTnVtXCI6MCxcIlJlbWFya1wiOlwi6LaF57qn566h55CG5ZGYXCIsXCJDcmVhdGVCeVwiOlwiYWRtaW5cIixcIkNyZWF0ZVRpbWVcIjpcIjIwMjMtMDctMTRUMTY6NTU6MDMuOTg3XCIsXCJVcGRhdGVUaW1lXCI6bnVsbH1dLFwiUGVybWlzc2lvbnNcIjpbXCIqOio6KlwiXX0iLCJBdWRpZW5jZSI6IkxhLk5FVCIsIklzc3VlciI6IkxhLk5FVCIsIm5iZiI6MTY4OTY2MzgzMiwiZXhwIjoxNjg5NzUwMjMyLCJpYXQiOjE2ODk2NjM4MzIsImlzcyI6IkxhLk5FVCIsImF1ZCI6IkxhLk5FVCJ9.H8w44BUIJw-tjJrXvbQ1W_y4m4GYUZ8OXmDEjVuhXJU"} | 
2023-07-18 15:15:50.1211 |  | INFO | GlobalActionMonitor |  | admin |  |  | {"parentId":0,"menuName":"Office","icon":"build","menuType":"M","orderNum":1,"isFrame":"0","isCache":"0","visible":"0","status":"0","menuNameKey":"menu.Office","path":"office"} | {  "code": 200,  "msg": "success"} | 
2023-07-18 15:16:35.0446 |  | INFO | GlobalActionMonitor |  | admin |  |  | {"parentId":0,"menuName":"accounting","icon":"money","menuType":"M","orderNum":2,"isFrame":"0","isCache":"0","visible":"0","status":"0","menuNameKey":"menu.accounting","path":"accounting"} | {  "code": 200,  "msg": "success"} | 
2023-07-18 15:17:35.4671 |  | INFO | GlobalActionMonitor |  | admin |  |  | {"parentId":0,"menuName":"materials","icon":"cubes-stacked-solid","menuType":"M","orderNum":3,"isFrame":"0","isCache":"0","visible":"0","status":"0","menuNameKey":"menu.materials","path":"materials"} | {  "code": 200,  "msg": "success"} | 
2023-07-18 15:18:33.0263 |  | INFO | GlobalActionMonitor |  | admin |  |  | {"parentId":0,"menuName":"production","icon":"cubes","menuType":"M","orderNum":4,"isFrame":"0","isCache":"0","visible":"0","status":"0","menuNameKey":"menu.production","path":"production"} | {  "code": 200,  "msg": "success"} | 
2023-07-18 15:19:03.3904 |  | INFO | GlobalActionMonitor |  | admin |  |  | {"parentId":0,"menuName":"quality","icon":"bug","menuType":"M","orderNum":6,"isFrame":"0","isCache":"0","visible":"0","status":"0","menuNameKey":"menu.quality","path":"quality"} | {  "code": 200,  "msg": "success"} | 
2023-07-18 15:20:17.7815 |  | INFO | GlobalActionMonitor |  | admin |  |  | {"parentId":0,"menuName":"sales","icon":"redis","menuType":"M","orderNum":5,"isFrame":"0","isCache":"0","visible":"0","status":"0","menuNameKey":"menu.sales","path":"sales"} | {  "code": 200,  "msg": "success"} | 
2023-07-18 15:20:39.6962 |  | INFO | GlobalActionMonitor |  | admin |  |  | {"menuId":1,"menuName":"系统管理","parentId":0,"orderNum":70,"path":"system","isCache":"0","isFrame":"0","menuType":"M","visible":"0","status":0,"perms":"","icon":"system","menuNameKey":"menu.system","children":[],"subNum":0,"hasChildren":false,"remark":"","createBy":"","createTime":"2023-07-18 15:14:05"} | {  "code": 200,  "msg": "success"} | 
2023-07-18 15:20:47.8324 |  | INFO | GlobalActionMonitor |  | admin |  |  | {"menuId":2,"menuName":"系统监控","parentId":0,"orderNum":80,"path":"monitor","isCache":"0","isFrame":"0","menuType":"M","visible":"0","status":0,"perms":"","icon":"monitor","menuNameKey":"menu.monitoring","children":[],"subNum":0,"hasChildren":false,"remark":"","createBy":"","createTime":"2023-07-18 15:14:05"} | {  "code": 200,  "msg": "success"} | 
2023-07-18 15:20:53.5873 |  | INFO | GlobalActionMonitor |  | admin |  |  | {"menuId":3,"menuName":"系统工具","parentId":0,"orderNum":90,"path":"tool","isCache":"0","isFrame":"0","menuType":"M","visible":"0","status":0,"perms":"","icon":"tool","menuNameKey":"menu.systemTools","children":[],"subNum":0,"hasChildren":false,"remark":"","createBy":"","createTime":"2023-07-18 15:14:05"} | {  "code": 200,  "msg": "success"} | 
2023-07-18 15:21:02.7182 |  | INFO | GlobalActionMonitor |  | admin |  |  | {"menuId":5,"menuName":"外部打开","parentId":0,"orderNum":100,"path":"http://www.izhaorui.cn","isCache":"0","isFrame":"1","menuType":"M","visible":"0","status":0,"perms":"","icon":"link","menuNameKey":"menu.officialWebsite","children":[],"subNum":0,"hasChildren":false,"remark":"","createBy":"","createTime":"2023-07-18 15:14:05"} | {  "code": 200,  "msg": "success"} | 
2023-07-18 15:21:50.2298 |  | INFO | GlobalActionMonitor |  | admin |  |  | {"menuId":5,"menuName":"about","parentId":0,"orderNum":100,"path":"about","component":"about","isCache":"0","isFrame":"1","menuType":"C","visible":"0","status":0,"perms":"sys:about:list","icon":"link","menuNameKey":"menu.about","children":[],"subNum":0,"hasChildren":false,"createBy":"","createTime":"2023-07-18 15:14:05","updateTime":"2023-07-18 15:21:02"} | {  "code": 110,  "msg": "修改菜单'about'失败，地址必须以http(s)://开头"} | 
2023-07-18 15:21:57.8158 |  | INFO | GlobalActionMonitor |  | admin |  |  | {"menuId":5,"menuName":"about","parentId":0,"orderNum":100,"path":"about","component":"about","isCache":"0","isFrame":"0","menuType":"C","visible":"0","status":0,"perms":"sys:about:list","icon":"link","menuNameKey":"menu.about","children":[],"subNum":0,"hasChildren":false,"createBy":"","createTime":"2023-07-18 15:14:05","updateTime":"2023-07-18 15:21:02"} | {  "code": 200,  "msg": "success"} | 
2023-07-18 15:22:58.2693 |  | INFO | GlobalActionMonitor |  | admin |  |  | {"menuId":5,"menuName":"about","parentId":0,"orderNum":100,"path":"about","component":"system/about","isCache":"0","isFrame":"0","menuType":"C","visible":"0","status":0,"perms":"sys:about:list","icon":"link","menuNameKey":"menu.about","children":[],"subNum":0,"hasChildren":false,"createBy":"","createTime":"2023-07-18 15:14:05","updateTime":"2023-07-18 15:21:57"} | {  "code": 200,  "msg": "success"} | 
2023-07-18 15:23:22.5587 |  | INFO | GlobalActionMonitor |  | admin |  |  | {"menuId":5,"menuName":"about","parentId":0,"orderNum":100,"path":"about","component":"system/about/index","isCache":"0","isFrame":"0","menuType":"C","visible":"0","status":0,"perms":"sys:about:list","icon":"link","menuNameKey":"menu.about","children":[],"subNum":0,"hasChildren":false,"createBy":"","createTime":"2023-07-18 15:14:05","updateTime":"2023-07-18 15:22:58"} | {  "code": 200,  "msg": "success"} | 
2023-07-18 15:23:44.6075 |  | INFO | GlobalActionMonitor |  | admin |  |  | {"menuId":5,"menuName":"about","parentId":0,"orderNum":100,"path":"about","component":"system/about/index","isCache":"0","isFrame":"0","menuType":"C","visible":"0","status":0,"perms":"sys:about:list","icon":"user","menuNameKey":"menu.about","children":[],"subNum":0,"hasChildren":false,"createBy":"","createTime":"2023-07-18 15:14:05","updateTime":"2023-07-18 15:23:22"} | {  "code": 200,  "msg": "success"} | 
2023-07-18 15:24:45.6572 |  | INFO | GlobalActionMonitor |  | admin |  |  | {"menuId":109,"menuName":"通知公告","parentId":1090,"orderNum":9,"path":"notice","component":"system/notice/index","isCache":"0","isFrame":"0","menuType":"C","visible":"0","status":0,"perms":"system:notice:list","icon":"message","menuNameKey":"menu.systemNotice","children":[],"subNum":0,"hasChildren":false,"remark":"","createBy":"","createTime":"2023-07-18 15:14:06"} | {  "code": 200,  "msg": "success"} | 
2023-07-18 15:25:07.2717 |  | INFO | GlobalActionMonitor |  | admin |  |  | {"menuId":1072,"menuName":"文件存储","parentId":1090,"orderNum":17,"path":"file","component":"tool/file/index","isCache":"0","isFrame":"0","menuType":"C","visible":"0","status":0,"perms":"tool:file:list","icon":"upload","menuNameKey":"menu.fileStorage","children":[],"subNum":0,"hasChildren":false,"remark":"文件存储菜单","createBy":"","createTime":"1900-01-01 00:00:00"} | {  "code": 200,  "msg": "success"} | 
2023-07-18 15:25:14.3643 |  | INFO | GlobalActionMonitor |  | admin |  |  | {"menuId":118,"menuName":"文章管理","parentId":1090,"orderNum":18,"path":"article","isCache":"0","isFrame":"0","menuType":"M","visible":"0","status":0,"icon":"documentation","menuNameKey":"menu.systemArticle","children":[],"subNum":0,"hasChildren":false,"remark":"","createBy":"","createTime":"2023-07-18 15:14:06"} | {  "code": 200,  "msg": "success"} | 
2023-07-18 15:27:52.7897 |  | INFO | GlobalActionMonitor |  | admin |  |  | {"parentId":1093,"menuName":"主数据","icon":"database","menuType":"M","orderNum":1,"isFrame":"0","isCache":"0","visible":"0","status":"0","menuNameKey":"menu.ppMaster","path":"ppMaster"} | {  "code": 200,  "msg": "success"} | 
2023-07-18 15:28:53.8537 |  | INFO | GlobalActionMonitor |  | admin |  |  | {"parentId":1093,"menuName":"OPH","icon":"pallet-boxes","menuType":"M","orderNum":2,"isFrame":"0","isCache":"0","visible":"0","status":"0","menuNameKey":"menu.ppOutput","path":"ppOutput"} | {  "code": 200,  "msg": "success"} | 
2023-07-18 15:31:56.5991 |  | INFO | GlobalActionMonitor |  | admin |  |  | {"parentId":1093,"menuName":"ec","icon":"ec","menuType":"M","orderNum":2,"isFrame":"0","isCache":"0","visible":"0","status":"0","menuNameKey":"menu.ec","path":"ec"} | {  "code": 200,  "msg": "success"} | 
2023-07-18 15:32:03.6933 |  | INFO | GlobalActionMonitor |  | admin |  |  | {"menuId":1097,"menuName":"OPH","parentId":1093,"orderNum":3,"path":"ppOutput","isCache":"0","isFrame":"0","menuType":"M","visible":"0","status":0,"icon":"pallet-boxes","menuNameKey":"menu.ppOutput","children":[],"subNum":0,"hasChildren":false,"createBy":"admin","createTime":"2023-07-18 15:28:53"} | {  "code": 200,  "msg": "success"} | 
2023-07-18 15:33:23.2959 |  | INFO | GlobalActionMonitor |  | admin |  |  | {"parentId":1093,"menuName":"不良","icon":"bug","menuType":"M","orderNum":4,"isFrame":"0","isCache":"0","visible":"0","status":"0","menuNameKey":"menu.PpDefectBad","path":"PpDefectBad"} | {  "code": 200,  "msg": "success"} | 
2023-07-18 15:38:25.5629 |  | INFO | GlobalActionMonitor |  | admin |  |  | {"menuId":1060,"menuName":"生成修改","parentId":3,"orderNum":1,"path":"editTable","component":"tool/gen/editTable","isCache":"0","isFrame":"0","menuType":"C","visible":"1","status":0,"perms":"tool:gen:edit","icon":"edit","menuNameKey":"","children":[],"subNum":0,"hasChildren":false,"createBy":"","createTime":"2023-07-18 15:14:06"} | {  "code": 200,  "msg": "success"} | 
2023-07-18 17:30:30.4206 |  | INFO | GlobalActionMonitor |  | admin |  |  | {} | {  "code": 200,  "msg": "success",  "data": {    "name": "admin",    "id": 1  }} | 
